0.000000	 0.000690
0.000023	 0.000578
0.000045	 0.000392
0.000068	 0.000155
0.000091	 -0.000104
0.000114	 -0.000352
0.000136	 -0.000557
0.000159	 -0.000693
0.000182	 -0.000743
0.000205	 -0.000699
0.000227	 -0.000566
0.000250	 -0.000360
0.000273	 -0.000107
0.000295	 0.000161
0.000318	 0.000412
0.000341	 0.000612
0.000364	 0.000737
0.000386	 0.000769
0.000409	 0.000705
0.000432	 0.000550
0.000455	 0.000325
0.000477	 0.000056
0.000500	 -0.000222
0.000523	 -0.000474
0.000545	 -0.000669
0.000568	 -0.000781
0.000591	 -0.000794
0.000614	 -0.000707
0.000636	 -0.000530
0.000659	 -0.000284
0.000682	 0.000000
0.000705	 0.000287
0.000727	 0.000540
0.000750	 0.000727
0.000773	 0.000824
0.000795	 0.000817
0.000818	 0.000707
0.000841	 0.000506
0.000864	 0.000239
0.000886	 -0.000061
0.000909	 -0.000356
0.000932	 -0.000608
0.000955	 -0.000786
0.000977	 -0.000866
0.001000	 -0.000837
0.001023	 -0.000702
0.001045	 -0.000476
0.001068	 -0.000188
0.001091	 0.000127
0.001114	 0.000429
0.001136	 0.000679
0.001159	 0.000846
0.001182	 0.000908
0.001205	 0.000855
0.001227	 0.000693
0.001250	 0.000442
0.001273	 0.000132
0.001295	 -0.000198
0.001318	 -0.000506
0.001341	 -0.000753
0.001364	 -0.000908
0.001386	 -0.000949
0.001409	 -0.000870
0.001432	 -0.000680
0.001455	 -0.000401
0.001477	 -0.000069
0.001500	 0.000275
0.001523	 0.000589
0.001545	 0.000831
0.001568	 0.000970
0.001591	 0.000988
0.001614	 0.000881
0.001636	 0.000661
0.001659	 0.000355
0.001682	 -0.000000
0.001705	 -0.000359
0.001727	 -0.000676
0.001750	 -0.000912
0.001773	 -0.001034
0.001795	 -0.001027
0.001818	 -0.000889
0.001841	 -0.000637
0.001864	 -0.000301
0.001886	 0.000077
0.001909	 0.000450
0.001932	 0.000770
0.001955	 0.000997
0.001977	 0.001100
0.002000	 0.001065
0.002023	 0.000894
0.002045	 0.000607
0.002068	 0.000240
0.002091	 -0.000162
0.002114	 -0.000549
0.002136	 -0.000871
0.002159	 -0.001086
0.002182	 -0.001167
0.002205	 -0.001101
0.002227	 -0.000894
0.002250	 -0.000570
0.002273	 -0.000171
0.002295	 0.000256
0.002318	 0.000657
0.002341	 0.000979
0.002364	 0.001181
0.002386	 0.001236
0.002409	 0.001135
0.002432	 0.000889
0.002455	 0.000526
0.002477	 0.000091
0.002500	 -0.000362
0.002523	 -0.000775
0.002545	 -0.001096
0.002568	 -0.001282
0.002591	 -0.001308
0.002614	 -0.001168
0.002636	 -0.000878
0.002659	 -0.000472
0.002682	 0.000000
0.002705	 0.000479
0.002727	 0.000905
0.002750	 0.001223
0.002773	 0.001390
0.002795	 0.001383
0.002818	 0.001200
0.002841	 0.000862
0.002864	 0.000408
0.002886	 -0.000104
0.002909	 -0.000612
0.002932	 -0.001050
0.002955	 -0.001362
0.002977	 -0.001506
0.003000	 -0.001461
0.003023	 -0.001230
0.003045	 -0.000838
0.003068	 -0.000332
0.003091	 0.000224
0.003114	 0.000762
0.003136	 0.001213
0.003159	 0.001517
0.003182	 0.001634
0.003205	 0.001545
0.003227	 0.001258
0.003250	 0.000805
0.003273	 0.000241
0.003295	 -0.000364
0.003318	 -0.000934
0.003341	 -0.001397
0.003364	 -0.001691
0.003386	 -0.001775
0.003409	 -0.001635
0.003432	 -0.001284
0.003455	 -0.000762
0.003477	 -0.000132
0.003500	 0.000527
0.003523	 0.001134
0.003545	 0.001608
0.003568	 0.001888
0.003591	 0.001934
0.003614	 0.001733
0.003636	 0.001308
0.003659	 0.000706
0.003682	 -0.000000
0.003705	 -0.000722
0.003727	 -0.001369
0.003750	 -0.001856
0.003773	 -0.002118
0.003795	 -0.002116
0.003818	 -0.001844
0.003841	 -0.001330
0.003864	 -0.000633
0.003886	 0.000162
0.003909	 0.000957
0.003932	 0.001651
0.003955	 0.002151
0.003977	 0.002390
0.004000	 0.002330
0.004023	 0.001971
0.004045	 0.001350
0.004068	 0.000538
0.004091	 -0.000365
0.004114	 -0.001248
0.004136	 -0.001998
0.004159	 -0.002513
0.004182	 -0.002723
0.004205	 -0.002591
0.004227	 -0.002122
0.004250	 -0.001367
0.004273	 -0.000413
0.004295	 0.000626
0.004318	 0.001619
0.004341	 0.002439
0.004364	 0.002973
0.004386	 0.003145
0.004409	 0.002919
0.004432	 0.002311
0.004455	 0.001383
0.004477	 0.000242
0.004500	 -0.000974
0.004523	 -0.002112
0.004545	 -0.003024
0.004568	 -0.003584
0.004591	 -0.003706
0.004614	 -0.003356
0.004636	 -0.002559
0.004659	 -0.001396
0.004682	 0.000000
0.004705	 0.001461
0.004727	 0.002802
0.004750	 0.003847
0.004773	 0.004448
0.004795	 0.004503
0.004818	 0.003979
0.004841	 0.002911
0.004864	 0.001407
0.004886	 -0.000366
0.004909	 -0.002196
0.004932	 -0.003851
0.004955	 -0.005109
0.004977	 -0.005783
0.005000	 -0.005748
0.005023	 -0.004961
0.005045	 -0.003470
0.005068	 -0.001415
0.005091	 0.000984
0.005114	 0.003445
0.005136	 0.005660
0.005159	 0.007322
0.005182	 0.008170
0.005205	 0.008019
0.005227	 0.006792
0.005250	 0.004533
0.005273	 0.001421
0.005295	 -0.002247
0.005318	 -0.006073
0.005341	 -0.009592
0.005364	 -0.012318
0.005386	 -0.013790
0.005409	 -0.013624
0.005432	 -0.011554
0.005455	 -0.007466
0.005477	 -0.001425
0.005500	 0.006329
0.005523	 0.015387
0.005545	 0.025200
0.005568	 0.035125
0.005591	 0.044475
0.005614	 0.052582
0.005636	 0.058849
0.005659	 0.062809
0.005682	 0.062809
0.005705	 0.058849
0.005727	 0.052582
0.005750	 0.044475
0.005773	 0.035125
0.005795	 0.025200
0.005818	 0.015387
0.005841	 0.006329
0.005864	 -0.001425
0.005886	 -0.007466
0.005909	 -0.011554
0.005932	 -0.013624
0.005955	 -0.013790
0.005977	 -0.012318
0.006000	 -0.009592
0.006023	 -0.006073
0.006045	 -0.002247
0.006068	 0.001421
0.006091	 0.004533
0.006114	 0.006792
0.006136	 0.008019
0.006159	 0.008170
0.006182	 0.007322
0.006205	 0.005660
0.006227	 0.003445
0.006250	 0.000984
0.006273	 -0.001415
0.006295	 -0.003470
0.006318	 -0.004961
0.006341	 -0.005748
0.006364	 -0.005783
0.006386	 -0.005109
0.006409	 -0.003851
0.006432	 -0.002196
0.006455	 -0.000366
0.006477	 0.001407
0.006500	 0.002911
0.006523	 0.003979
0.006545	 0.004503
0.006568	 0.004448
0.006591	 0.003847
0.006614	 0.002802
0.006636	 0.001461
0.006659	 0.000000
0.006682	 -0.001396
0.006705	 -0.002559
0.006727	 -0.003356
0.006750	 -0.003706
0.006773	 -0.003584
0.006795	 -0.003024
0.006818	 -0.002112
0.006841	 -0.000974
0.006864	 0.000242
0.006886	 0.001383
0.006909	 0.002311
0.006932	 0.002919
0.006955	 0.003145
0.006977	 0.002973
0.007000	 0.002439
0.007023	 0.001619
0.007045	 0.000626
0.007068	 -0.000413
0.007091	 -0.001367
0.007114	 -0.002122
0.007136	 -0.002591
0.007159	 -0.002723
0.007182	 -0.002513
0.007205	 -0.001998
0.007227	 -0.001248
0.007250	 -0.000365
0.007273	 0.000538
0.007295	 0.001350
0.007318	 0.001971
0.007341	 0.002330
0.007364	 0.002390
0.007386	 0.002151
0.007409	 0.001651
0.007432	 0.000957
0.007455	 0.000162
0.007477	 -0.000633
0.007500	 -0.001330
0.007523	 -0.001844
0.007545	 -0.002116
0.007568	 -0.002118
0.007591	 -0.001856
0.007614	 -0.001369
0.007636	 -0.000722
0.007659	 -0.000000
0.007682	 0.000706
0.007705	 0.001308
0.007727	 0.001733
0.007750	 0.001934
0.007773	 0.001888
0.007795	 0.001608
0.007818	 0.001134
0.007841	 0.000527
0.007864	 -0.000132
0.007886	 -0.000762
0.007909	 -0.001284
0.007932	 -0.001635
0.007955	 -0.001775
0.007977	 -0.001691
0.008000	 -0.001397
0.008023	 -0.000934
0.008045	 -0.000364
0.008068	 0.000241
0.008091	 0.000805
0.008114	 0.001258
0.008136	 0.001545
0.008159	 0.001634
0.008182	 0.001517
0.008205	 0.001213
0.008227	 0.000762
0.008250	 0.000224
0.008273	 -0.000332
0.008295	 -0.000838
0.008318	 -0.001230
0.008341	 -0.001461
0.008364	 -0.001506
0.008386	 -0.001362
0.008409	 -0.001050
0.008432	 -0.000612
0.008455	 -0.000104
0.008477	 0.000408
0.008500	 0.000862
0.008523	 0.001200
0.008545	 0.001383
0.008568	 0.001390
0.008591	 0.001223
0.008614	 0.000905
0.008636	 0.000479
0.008659	 0.000000
0.008682	 -0.000472
0.008705	 -0.000878
0.008727	 -0.001168
0.008750	 -0.001308
0.008773	 -0.001282
0.008795	 -0.001096
0.008818	 -0.000775
0.008841	 -0.000362
0.008864	 0.000091
0.008886	 0.000526
0.008909	 0.000889
0.008932	 0.001135
0.008955	 0.001236
0.008977	 0.001181
0.009000	 0.000979
0.009023	 0.000657
0.009045	 0.000256
0.009068	 -0.000171
0.009091	 -0.000570
0.009114	 -0.000894
0.009136	 -0.001101
0.009159	 -0.001167
0.009182	 -0.001086
0.009205	 -0.000871
0.009227	 -0.000549
0.009250	 -0.000162
0.009273	 0.000240
0.009295	 0.000607
0.009318	 0.000894
0.009341	 0.001065
0.009364	 0.001100
0.009386	 0.000997
0.009409	 0.000770
0.009432	 0.000450
0.009455	 0.000077
0.009477	 -0.000301
0.009500	 -0.000637
0.009523	 -0.000889
0.009545	 -0.001027
0.009568	 -0.001034
0.009591	 -0.000912
0.009614	 -0.000676
0.009636	 -0.000359
0.009659	 -0.000000
0.009682	 0.000355
0.009705	 0.000661
0.009727	 0.000881
0.009750	 0.000988
0.009773	 0.000970
0.009795	 0.000831
0.009818	 0.000589
0.009841	 0.000275
0.009864	 -0.000069
0.009886	 -0.000401
0.009909	 -0.000680
0.009932	 -0.000870
0.009955	 -0.000949
0.009977	 -0.000908
0.010000	 -0.000753
0.010023	 -0.000506
0.010045	 -0.000198
0.010068	 0.000132
0.010091	 0.000442
0.010114	 0.000693
0.010136	 0.000855
0.010159	 0.000908
0.010182	 0.000846
0.010205	 0.000679
0.010227	 0.000429
0.010250	 0.000127
0.010273	 -0.000188
0.010295	 -0.000476
0.010318	 -0.000702
0.010341	 -0.000837
0.010364	 -0.000866
0.010386	 -0.000786
0.010409	 -0.000608
0.010432	 -0.000356
0.010455	 -0.000061
0.010477	 0.000239
0.010500	 0.000506
0.010523	 0.000707
0.010545	 0.000817
0.010568	 0.000824
0.010591	 0.000727
0.010614	 0.000540
0.010636	 0.000287
0.010659	 0.000000
0.010682	 -0.000284
0.010705	 -0.000530
0.010727	 -0.000707
0.010750	 -0.000794
0.010773	 -0.000781
0.010795	 -0.000669
0.010818	 -0.000474
0.010841	 -0.000222
0.010864	 0.000056
0.010886	 0.000325
0.010909	 0.000550
0.010932	 0.000705
0.010955	 0.000769
0.010977	 0.000737
0.011000	 0.000612
0.011023	 0.000412
0.011045	 0.000161
0.011068	 -0.000107
0.011091	 -0.000360
0.011114	 -0.000566
0.011136	 -0.000699
0.011159	 -0.000743
0.011182	 -0.000693
0.011205	 -0.000557
0.011227	 -0.000352
0.011250	 -0.000104
0.011273	 0.000155
0.011295	 0.000392
0.011318	 0.000578
0.011341	 0.000690
